"Area of greatest energy savings by Industry (Annual-May)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Agriculture, forestry, and fishing","","","","","","","","","Agriculture","","","","","","","","","Forestry and logging","","","","","","","","","Aquaculture","","","","","","","","","Fishing","","","","","","","","","Services to agriculture, forestry, and fishing","","","","","","","","","Mining","","","","","","","","","Primary sector total","","","","","","","","","Manufacturing","","","","","","","","","Food, beverage, and tobacco mfg","","","","","","","","","Textile, leather, clothing, and footwear mfg","","","","","","","","","Wood product mfg","","","","","","","","","Pulp, paper, and converted paper, mfg","","","","","","","","","Printing","","","","","","","","","Petroleum and chemical product mfg","","","","","","","","","Polymer product and rubber product mfg","","","","","","","","","Non-metallic mineral product mfg","","","","","","","","","Primary metal and metal product mfg","","","","","","","","","Fabricated metal product mfg","","","","","","","","","Transport equipment mfg","","","","","","","","","Machinery and equipment mfg","","","","","","","","","Furniture and other mfg","","","","","","","","","Electricity, gas, water, and waste services","","","","","","","","","Construction","","","","","","","","","Construction of buildings","","","","","","","","","Construction of infrastructure","","","","","","","","","Wholesale trade","","","","","","","","","Retail trade","","","","","","","","","Transport, postal, and warehousing","","","","","","","","","Other transport modes","","","","","","","","","Road, freight, postal, and courier","","","","","","","","","Road passenger","","","","","","","","","Warehousing and transport","","","","","","","","","Industrial and trade sector total","","","","","","","","","Accommodation and food services","","","","","","","","","Information media and telecommunications","","","","","","","","","Financial and insurance services","","","","","","","","","Rental, hiring, and real estate services","","","","","","","","","Professional, scientific, and technical services","","","","","","","","","Administrative and support services","","","","","","","","","Public administration and safety","","","","","","","","","Education and training","","","","","","","","","Health care and social assistance","","","","","","","","","Arts and recreation services","","","","","","","","","Other services","","","","","","","","","Services sector total","","","","","","","",""
" ","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible","Process heat (eg industrial boiler)","Space heating/cooling (eg air conditioning or heaters)","Water heating","Refrigeration","Electronics, appliances, or lighting","Heavy machinery","Transport","Other","No further energy savings possible"
2009,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",13,9,2,3,14,10,15,2,19,17,2,6,22,3,2,6,2,14,19,13,2,0,17,4,13,0,17,19,2,2,0,10,21,13,2,19,27,18,0,0,18,18,9,9,9,5,14,0,0,14,14,9,0,14,19,12,4,4,12,12,19,4,12,13,8,0,0,13,20,8,5,20,20,0,0,0,7,13,27,7,20,25,6,0,0,13,13,13,0,25,8,6,2,0,17,11,27,2,17,0,13,0,0,19,6,13,0,25,2,17,3,0,23,3,17,0,26,7,10,0,0,14,10,17,2,24,10,5,5,0,15,5,30,15,15,0,5,2,0,5,3,33,0,41,0,6,2,1,5,1,35,1,42,0,0,2,0,2,10,29,0,36,0,10,0,1,14,0,24,0,32,1,19,2,7,18,0,13,1,29,0,6,1,1,7,4,43,2,28,0,6,2,2,7,4,39,6,30,0,2,0,2,5,2,57,0,31,0,10,5,0,5,0,55,0,25,0,13,4,4,13,17,26,4,17,6,9,2,3,12,6,23,2,27,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
2010,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4,22,12,13,28,1,4,1,19,0,24,1,0,18,0,17,0,36,1,8,1,0,8,2,8,1,72,0,10,4,1,7,3,9,1,65,1,20,2,0,19,1,14,1,41,0,13,0,4,17,3,24,0,38,0,29,4,0,29,1,22,3,12,8,42,4,1,22,0,6,1,16,2,32,4,1,13,0,13,2,34,1,20,10,4,23,1,14,3,27,3,14,5,1,19,1,14,2,39,2,19,4,2,16,1,12,1,43
2011,"..","..","..","..","..","..","..","..","..",3,15,0,5,5,11,17,3,39,2,4,0,0,2,18,14,2,57,3,3,0,3,3,5,23,5,63,0,2,0,4,4,7,24,7,48,4,4,1,1,4,16,17,1,36,3,1,6,1,3,31,16,0,39,3,9,1,3,4,14,21,3,42,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
2012,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12,14,2,3,16,16,15,2,22,21,4,4,32,4,7,7,0,7,24,6,6,0,24,12,0,0,12,15,0,8,0,8,46,8,0,15,38,13,13,0,13,25,25,0,13,4,19,0,0,22,19,7,0,26,25,25,0,0,17,17,17,0,8,13,13,0,0,4,26,13,0,17,27,0,0,0,9,18,18,0,18,43,0,0,0,14,29,14,0,14,5,15,1,0,18,18,26,3,19,4,22,0,0,22,0,13,0,30,4,14,0,0,21,11,12,4,35,0,16,0,0,16,11,16,0,26,3,6,3,0,6,6,26,13,39,0,7,1,0,6,5,33,1,45,0,7,1,0,7,2,35,1,47,0,6,1,0,3,17,28,0,39,1,20,1,5,18,3,20,1,32,1,22,2,17,22,1,7,1,27,0,7,1,3,6,3,43,1,35,3,13,3,3,9,6,38,6,34,0,4,1,2,5,1,48,1,41,0,7,0,4,4,4,61,0,32,0,22,4,9,17,13,22,0,26,3,14,1,5,14,6,22,2,32,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
2013,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2,22,13,13,23,0,1,1,29,0,26,0,0,11,4,19,4,30,0,15,1,0,10,0,9,2,63,1,8,4,2,7,3,6,2,71,1,20,1,1,23,0,10,1,43,0,15,2,4,18,2,16,1,43,2,37,4,0,31,0,12,4,12,4,35,5,0,28,0,5,3,20,4,41,7,1,18,0,5,2,28,4,23,11,4,18,3,10,3,30,1,19,5,0,18,1,12,1,41,2,21,5,3,18,1,9,2,41
2014,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",14,13,6,3,19,11,15,6,29,31,11,19,12,18,3,9,12,19,12,31,9,0,15,3,12,7,21,23,5,4,0,17,17,16,4,32,27,0,0,0,9,36,9,0,9,2,18,0,2,25,21,9,2,30,13,17,7,2,20,11,4,9,26,18,16,1,1,11,16,15,14,25,0,0,5,5,7,31,38,7,21,33,13,0,0,13,27,20,13,20,4,13,2,1,19,14,23,2,34,6,29,2,3,25,6,15,3,37,2,12,0,0,25,8,15,1,39,5,9,0,0,20,15,18,8,33,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0,3,1,1,4,2,43,2,48,2,3,2,1,4,4,19,3,65,0,3,1,0,2,3,51,0,43,0,3,2,3,4,0,43,5,47,0,2,0,2,15,1,27,0,55,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",16,1,0,5,1,32,3,48,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",23,10,9,27,1,6,3,32,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
2015,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
