STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_HES_HES_006,Year,HHCOMP_HES_HES_006,Household composition,NZHEC_LEV_HES_HES_006,Expenditure category,MEASURE_HES_HES_006,Measure,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_4,Recreational and cultural services,AV_WKLY_AMT,,48.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_4,Recreational and cultural services,PER_HHLD_REP,,94.3,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_4,Recreational and cultural services,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_5,"Newspapers, books and stationery",AV_WKLY_AMT,,13.10,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_5,"Newspapers, books and stationery",PER_HHLD_REP,,67.3,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_5,"Newspapers, books and stationery",SAMPLING_ERROR,,39,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_6,Accommodation services,AV_WKLY_AMT,,11.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_6,Accommodation services,PER_HHLD_REP,,36.9,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_6,Accommodation services,SAMPLING_ERROR,,39,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_7,Package holidays,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_7,Package holidays,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_8,Miscellaneous domestic holiday costs,AV_WKLY_AMT,,4.40,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_8,Miscellaneous domestic holiday costs,PER_HHLD_REP,,36.9,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,09_8,Miscellaneous domestic holiday costs,SAMPLING_ERROR,,37,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10,Education,AV_WKLY_AMT,,29.70,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10,Education,PER_HHLD_REP,,41.4,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10,Education,SAMPLING_ERROR,,32,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_1,Early childhood education,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_1,Early childhood education,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_2,"Primary, intermediate and secondary education",AV_WKLY_AMT,,11.70,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_2,"Primary, intermediate and secondary education",PER_HHLD_REP,,23.1,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_2,"Primary, intermediate and secondary education",SAMPLING_ERROR,,58,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_3,Tertiary and other post school education,AV_WKLY_AMT,,13.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_3,Tertiary and other post school education,PER_HHLD_REP,,15.1,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_3,Tertiary and other post school education,SAMPLING_ERROR,,43,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_4,Other educational fees,AV_WKLY_AMT,,3.40,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_4,Other educational fees,PER_HHLD_REP,,11.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,10_4,Other educational fees,SAMPLING_ERROR,,73,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11,Miscellaneous goods and services,AV_WKLY_AMT,,123.90,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11,Miscellaneous goods and services,PER_HHLD_REP,,100.0,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11,Miscellaneous goods and services,SAMPLING_ERROR,,19,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_1,Personal care,AV_WKLY_AMT,,31.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_1,Personal care,PER_HHLD_REP,,86.2,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_1,Personal care,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_2,Prostitution,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_2,Prostitution,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_3,Personal effects nec,AV_WKLY_AMT,,13.30,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_3,Personal effects nec,PER_HHLD_REP,,52.9,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_3,Personal effects nec,SAMPLING_ERROR,,44,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_4,Insurance,AV_WKLY_AMT,,65.20,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_4,Insurance,PER_HHLD_REP,,92.8,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_4,Insurance,SAMPLING_ERROR,,19,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_5,Credit services,AV_WKLY_AMT,,4.30,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_5,Credit services,PER_HHLD_REP,,79.9,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_5,Credit services,SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_6,Other miscellaneous services,AV_WKLY_AMT,,9.30,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_6,Other miscellaneous services,PER_HHLD_REP,,38.8,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,11_6,Other miscellaneous services,SAMPLING_ERROR,,46,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13,Other expenditure,AV_WKLY_AMT,,154.10,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13,Other expenditure,PER_HHLD_REP,,79.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13,Other expenditure,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_1,Interest payments,AV_WKLY_AMT,,107.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_1,Interest payments,PER_HHLD_REP,,56.7,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_1,Interest payments,SAMPLING_ERROR,,34,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_2,Contributions to savings,AV_WKLY_AMT,,23.60,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_2,Contributions to savings,PER_HHLD_REP,,32.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_2,Contributions to savings,SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_3,Money given to others (excluding donations),AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_3,Money given to others (excluding donations),PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_4,Fines,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_4,Fines,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_5,Expenditure incurred whilst overseas,AV_WKLY_AMT,,14.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_5,Expenditure incurred whilst overseas,PER_HHLD_REP,,26.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,13_5,Expenditure incurred whilst overseas,SAMPLING_ERROR,,47,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14,"Sales, trade-ins and refunds",AV_WKLY_AMT,,-24.70,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14,"Sales, trade-ins and refunds",PER_HHLD_REP,,61.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14,"Sales, trade-ins and refunds",SAMPLING_ERROR,,52,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_1,Sales of clothing and footwear,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_1,Sales of clothing and footwear,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_3,Sales and trade-ins of household contents,AV_WKLY_AMT,,-0.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_3,Sales and trade-ins of household contents,PER_HHLD_REP,,8.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_3,Sales and trade-ins of household contents,SAMPLING_ERROR,,71,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",AV_WKLY_AMT,,-11.60,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",PER_HHLD_REP,,16.4,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",SAMPLING_ERROR,,57,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_6,Sales and trade-ins for communication,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_6,Sales and trade-ins for communication,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",AV_WKLY_AMT,,-1.50,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",PER_HHLD_REP,,8.3,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",SAMPLING_ERROR,,64,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_8,Refunds for education,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_8,Refunds for education,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",AV_WKLY_AMT,,-10.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",PER_HHLD_REP,,47.9,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",SAMPLING_ERROR,,81,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,98,Total,AV_WKLY_AMT,,1392.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,98,Total,PER_HHLD_REP,,100.0,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,24,All other 'couples with child(ren) only' households,98,Total,SAMPLING_ERROR,,14,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01,Food,AV_WKLY_AMT,,120.50,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01,Food,PER_HHLD_REP,,99.7,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01,Food,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_1,Fruit and vegetables,AV_WKLY_AMT,,13.10,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_1,Fruit and vegetables,PER_HHLD_REP,,84.8,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_1,Fruit and vegetables,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_2,"Meat, poultry and fish",AV_WKLY_AMT,,18.50,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_2,"Meat, poultry and fish",PER_HHLD_REP,,80.5,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_2,"Meat, poultry and fish",SAMPLING_ERROR,,26,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_3,Grocery food,AV_WKLY_AMT,,62.70,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_3,Grocery food,PER_HHLD_REP,,99.0,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_3,Grocery food,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_4,Non-alcoholic beverages,AV_WKLY_AMT,,6.60,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_4,Non-alcoholic beverages,PER_HHLD_REP,,78.7,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_4,Non-alcoholic beverages,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_5,Restaurant meals and ready-to-eat food,AV_WKLY_AMT,,19.60,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_5,Restaurant meals and ready-to-eat food,PER_HHLD_REP,,78.8,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,01_5,Restaurant meals and ready-to-eat food,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02,"Alcoholic beverages, tobacco and illicit drugs",AV_WKLY_AMT,,14.80,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02,"Alcoholic beverages, tobacco and illicit drugs",PER_HHLD_REP,,45.6,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02,"Alcoholic beverages, tobacco and illicit drugs",SAMPLING_ERROR,,37,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_1,Alcoholic beverages,AV_WKLY_AMT,,7.70,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_1,Alcoholic beverages,PER_HHLD_REP,,29.0,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_1,Alcoholic beverages,SAMPLING_ERROR,,43,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_2,Cigarettes and tobacco,AV_WKLY_AMT,,7.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_2,Cigarettes and tobacco,PER_HHLD_REP,,27.6,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_2,Cigarettes and tobacco,SAMPLING_ERROR,,45,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_3,Illicit drugs,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,02_3,Illicit drugs,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,03,Clothing and footwear,AV_WKLY_AMT,,18.00,,,
DATAFLOW,STATSNZ:HES_HES_006(1.0),Household expenditure for group and subgroup by household composition and number of dependent children,I,2010,2010,31,One parent with dependent child(ren) only,03,Clothing and footwear,PER_HHLD_REP,,50.7,,,
