Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240907174344

Parameters
Date range,01 Sep 2013 - 31 Jul 2024
Region type,Regional council
Market segment,All ICPs
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
30/06/2016,13,Canterbury,All combined,Solar (All),2023,0.71468,7.989,3.949,59,3.850
30/06/2016,14,Otago,All combined,Solar (All),716,0.62757,2.734,3.819,21,3.034
30/06/2016,15,Southland,All combined,Solar (All),192,0.37150,0.984,5.124,3,4.000
31/07/2016,1,Northland,All combined,Solar (All),769,0.87487,3.181,4.136,32,4.208
31/07/2016,2,Auckland,All combined,Solar (All),3050,0.51710,11.334,3.716,72,3.281
31/07/2016,3,Waikato,All combined,Solar (All),1302,0.58596,4.614,3.544,38,3.000
31/07/2016,4,Bay of Plenty,All combined,Solar (All),561,0.40708,2.178,3.883,18,3.334
31/07/2016,5,Gisborne,All combined,Solar (All),94,0.52066,0.354,3.763,5,2.300
31/07/2016,6,Hawke's Bay,All combined,Solar (All),547,0.70342,2.211,4.042,25,3.070
31/07/2016,7,Taranaki,All combined,Solar (All),247,0.42108,0.958,3.877,13,3.838
31/07/2016,8,Manawatu-Wanganui,All combined,Solar (All),487,0.41286,1.918,3.938,26,4.042
31/07/2016,9,Wellington,All combined,Solar (All),1001,0.45438,3.493,3.489,33,3.049
31/07/2016,16,Tasman,All combined,Solar (All),295,1.27617,1.262,4.277,5,2.278
31/07/2016,17,Nelson,All combined,Solar (All),289,1.17623,1.075,3.720,6,2.408
31/07/2016,18,Marlborough,All combined,Solar (All),230,0.92147,1.379,5.996,5,3.000
31/07/2016,12,West Coast,All combined,Solar (All),22,0.12225,0.080,3.657,0,
31/07/2016,13,Canterbury,All combined,Solar (All),2091,0.73738,8.224,3.933,71,3.405
31/07/2016,14,Otago,All combined,Solar (All),732,0.64073,2.782,3.801,16,2.984
31/07/2016,15,Southland,All combined,Solar (All),194,0.37535,0.994,5.122,2,5.000
31/08/2016,1,Northland,All combined,Solar (All),806,0.91642,3.316,4.114,36,3.696
31/08/2016,2,Auckland,All combined,Solar (All),3158,0.53495,11.701,3.705,109,3.321
31/08/2016,3,Waikato,All combined,Solar (All),1338,0.60167,4.750,3.550,36,3.703
31/08/2016,4,Bay of Plenty,All combined,Solar (All),581,0.42109,2.248,3.869,20,3.376
31/08/2016,5,Gisborne,All combined,Solar (All),97,0.53766,0.360,3.709,3,2.000
31/08/2016,6,Hawke's Bay,All combined,Solar (All),580,0.74562,2.317,3.996,33,3.220
31/08/2016,7,Taranaki,All combined,Solar (All),256,0.43633,1.010,3.944,9,5.778
31/08/2016,8,Manawatu-Wanganui,All combined,Solar (All),514,0.43559,2.017,3.924,28,3.715
31/08/2016,9,Wellington,All combined,Solar (All),1021,0.46320,3.553,3.480,20,3.024
31/08/2016,16,Tasman,All combined,Solar (All),299,1.29387,1.277,4.271,4,3.865
31/08/2016,17,Nelson,All combined,Solar (All),295,1.19865,1.093,3.705,6,2.738
31/08/2016,18,Marlborough,All combined,Solar (All),239,0.95619,1.420,5.940,9,4.522
31/08/2016,12,West Coast,All combined,Solar (All),23,0.12781,0.090,3.933,1,10.000
31/08/2016,13,Canterbury,All combined,Solar (All),2166,0.76243,8.477,3.914,75,3.275
31/08/2016,14,Otago,All combined,Solar (All),739,0.64580,2.821,3.817,8,4.700
31/08/2016,15,Southland,All combined,Solar (All),197,0.38120,1.011,5.134,3,5.900
30/09/2016,1,Northland,All combined,Solar (All),838,0.95142,3.422,4.084,46,3.554
30/09/2016,2,Auckland,All combined,Solar (All),3265,0.55224,12.059,3.693,107,3.343
30/09/2016,3,Waikato,All combined,Solar (All),1361,0.61116,4.824,3.544,23,3.297
30/09/2016,4,Bay of Plenty,All combined,Solar (All),600,0.43411,2.323,3.871,19,3.459
30/09/2016,5,Gisborne,All combined,Solar (All),99,0.54839,0.365,3.690,2,2.800
30/09/2016,6,Hawke's Bay,All combined,Solar (All),597,0.76713,2.367,3.965,17,2.932
30/09/2016,7,Taranaki,All combined,Solar (All),264,0.44949,1.043,3.949,8,4.125
30/09/2016,8,Manawatu-Wanganui,All combined,Solar (All),534,0.45225,2.098,3.928,20,4.031
30/09/2016,9,Wellington,All combined,Solar (All),1048,0.47507,3.666,3.498,30,4.086
30/09/2016,16,Tasman,All combined,Solar (All),305,1.32040,1.299,4.260,6,3.700
30/09/2016,17,Nelson,All combined,Solar (All),303,1.22786,1.117,3.687,8,3.016
30/09/2016,18,Marlborough,All combined,Solar (All),250,0.99916,1.462,5.850,11,3.885
30/09/2016,12,West Coast,All combined,Solar (All),23,0.12774,0.090,3.933,0,
30/09/2016,13,Canterbury,All combined,Solar (All),2252,0.79149,8.766,3.893,87,3.309
30/09/2016,14,Otago,All combined,Solar (All),756,0.65979,2.876,3.804,17,3.047
30/09/2016,15,Southland,All combined,Solar (All),201,0.38890,1.026,5.102,4,3.525
31/10/2016,1,Northland,All combined,Solar (All),864,0.97967,3.519,4.072,25,3.700
31/10/2016,2,Auckland,All combined,Solar (All),3333,0.56321,12.533,3.760,67,6.931
31/10/2016,3,Waikato,All combined,Solar (All),1396,0.62603,4.922,3.525,36,2.791
31/10/2016,4,Bay of Plenty,All combined,Solar (All),631,0.45587,2.437,3.862,31,3.495
31/10/2016,5,Gisborne,All combined,Solar (All),106,0.58768,0.386,3.640,7,2.929
31/10/2016,6,Hawke's Bay,All combined,Solar (All),610,0.78348,2.411,3.953,13,3.425
31/10/2016,7,Taranaki,All combined,Solar (All),267,0.45433,1.103,4.129,3,20.333
31/10/2016,8,Manawatu-Wanganui,All combined,Solar (All),564,0.47740,2.205,3.909,29,3.531
31/10/2016,9,Wellington,All combined,Solar (All),1076,0.48738,3.768,3.502,29,3.627
31/10/2016,16,Tasman,All combined,Solar (All),314,1.35854,1.349,4.298,9,5.567
31/10/2016,17,Nelson,All combined,Solar (All),311,1.25662,1.139,3.661,8,2.684
31/10/2016,18,Marlborough,All combined,Solar (All),254,1.01417,1.474,5.804,4,2.950
31/10/2016,12,West Coast,All combined,Solar (All),23,0.12773,0.090,3.933,0,
31/10/2016,13,Canterbury,All combined,Solar (All),2308,0.81016,9.053,3.923,57,5.069
31/10/2016,14,Otago,All combined,Solar (All),781,0.68055,2.945,3.771,25,2.768
31/10/2016,15,Southland,All combined,Solar (All),202,0.39057,1.029,5.092,1,3.000
30/11/2016,1,Northland,All combined,Solar (All),889,1.00640,3.623,4.076,26,4.082
30/11/2016,2,Auckland,All combined,Solar (All),3418,0.57705,12.827,3.753,82,3.314
30/11/2016,3,Waikato,All combined,Solar (All),1451,0.64966,5.122,3.530,54,3.663
30/11/2016,4,Bay of Plenty,All combined,Solar (All),663,0.47827,2.566,3.870,33,3.939
30/11/2016,5,Gisborne,All combined,Solar (All),107,0.59365,0.389,3.634,1,3.000
30/11/2016,6,Hawke's Bay,All combined,Solar (All),631,0.80934,2.466,3.908,21,2.603
30/11/2016,7,Taranaki,All combined,Solar (All),269,0.45737,1.109,4.122,2,3.100
30/11/2016,8,Manawatu-Wanganui,All combined,Solar (All),575,0.48655,2.232,3.882,12,2.400
30/11/2016,9,Wellington,All combined,Solar (All),1107,0.50109,3.876,3.501,32,3.350
30/11/2016,16,Tasman,All combined,Solar (All),320,1.38426,1.365,4.265,6,2.540
30/11/2016,17,Nelson,All combined,Solar (All),316,1.27486,1.149,3.635,5,2.016
30/11/2016,18,Marlborough,All combined,Solar (All),267,1.06481,1.516,5.680,13,3.246
30/11/2016,12,West Coast,All combined,Solar (All),24,0.13310,0.093,3.894,1,3.000
30/11/2016,13,Canterbury,All combined,Solar (All),2379,0.83381,9.327,3.921,72,3.873
30/11/2016,14,Otago,All combined,Solar (All),803,0.69980,3.027,3.770,22,3.663
30/11/2016,15,Southland,All combined,Solar (All),203,0.39199,1.034,5.091,1,5.000
31/12/2016,1,Northland,All combined,Solar (All),910,1.02771,3.715,4.082,19,3.779
31/12/2016,2,Auckland,All combined,Solar (All),3481,0.58695,13.053,3.750,67,3.439
31/12/2016,3,Waikato,All combined,Solar (All),1501,0.67051,5.273,3.513,50,3.005
31/12/2016,4,Bay of Plenty,All combined,Solar (All),701,0.50476,2.749,3.922,38,4.829
31/12/2016,5,Gisborne,All combined,Solar (All),115,0.63751,0.407,3.536,8,2.225
31/12/2016,6,Hawke's Bay,All combined,Solar (All),644,0.82499,2.540,3.943,13,5.658
31/12/2016,7,Taranaki,All combined,Solar (All),279,0.47398,1.140,4.087,10,3.150
31/12/2016,8,Manawatu-Wanganui,All combined,Solar (All),591,0.49942,2.302,3.894,16,4.334
31/12/2016,9,Wellington,All combined,Solar (All),1136,0.51372,3.971,3.495,28,3.287
31/12/2016,16,Tasman,All combined,Solar (All),327,1.41399,1.388,4.245,7,3.370
31/12/2016,17,Nelson,All combined,Solar (All),325,1.30722,1.173,3.609,9,2.699
31/12/2016,18,Marlborough,All combined,Solar (All),273,1.08769,1.545,5.661,6,4.833
31/12/2016,12,West Coast,All combined,Solar (All),24,0.13283,0.093,3.894,0,
31/12/2016,13,Canterbury,All combined,Solar (All),2440,0.85302,9.556,3.917,62,3.573
31/12/2016,14,Otago,All combined,Solar (All),819,0.71227,3.097,3.781,16,4.331
31/12/2016,15,Southland,All combined,Solar (All),204,0.39353,1.064,5.213,1,30.000
31/01/2017,1,Northland,All combined,Solar (All),936,1.05646,3.815,4.076,28,4.010
31/01/2017,2,Auckland,All combined,Solar (All),3534,0.59576,13.269,3.755,54,4.111
31/01/2017,3,Waikato,All combined,Solar (All),1533,0.68442,5.383,3.511,32,3.438
31/01/2017,4,Bay of Plenty,All combined,Solar (All),713,0.51292,2.781,3.900,12,2.652
31/01/2017,5,Gisborne,All combined,Solar (All),118,0.65457,0.424,3.590,3,5.667
31/01/2017,6,Hawke's Bay,All combined,Solar (All),655,0.83863,2.572,3.926,11,2.925
31/01/2017,7,Taranaki,All combined,Solar (All),289,0.49055,1.164,4.028,10,2.380
31/01/2017,8,Manawatu-Wanganui,All combined,Solar (All),604,0.51031,2.341,3.875,13,3.007
31/01/2017,9,Wellington,All combined,Solar (All),1159,0.52409,4.046,3.491,24,3.463
31/01/2017,16,Tasman,All combined,Solar (All),331,1.43185,1.398,4.222,4,2.308
31/01/2017,17,Nelson,All combined,Solar (All),330,1.32535,1.191,3.608,5,3.516
31/01/2017,18,Marlborough,All combined,Solar (All),275,1.09483,1.555,5.654,2,4.650
31/01/2017,12,West Coast,All combined,Solar (All),24,0.13289,0.093,3.894,0,
31/01/2017,13,Canterbury,All combined,Solar (All),2484,0.86825,9.720,3.913,45,3.700
31/01/2017,14,Otago,All combined,Solar (All),830,0.72170,3.133,3.774,11,3.273
31/01/2017,15,Southland,All combined,Solar (All),206,0.39781,1.074,5.212,2,5.050
28/02/2017,1,Northland,All combined,Solar (All),956,1.07786,3.906,4.086,22,4.364
28/02/2017,2,Auckland,All combined,Solar (All),3598,0.60593,13.520,3.758,64,3.889
28/02/2017,3,Waikato,All combined,Solar (All),1570,0.70015,5.497,3.501,37,3.093
28/02/2017,4,Bay of Plenty,All combined,Solar (All),759,0.54503,2.960,3.900,47,3.824
28/02/2017,5,Gisborne,All combined,Solar (All),125,0.69337,0.442,3.532,7,2.557
28/02/2017,6,Hawke's Bay,All combined,Solar (All),663,0.84836,2.584,3.898,9,2.242
28/02/2017,7,Taranaki,All combined,Solar (All),291,0.49358,1.176,4.041,2,6.000
28/02/2017,8,Manawatu-Wanganui,All combined,Solar (All),618,0.52154,2.396,3.877,14,3.929
28/02/2017,9,Wellington,All combined,Solar (All),1188,0.53672,4.114,3.463,27,2.776
28/02/2017,16,Tasman,All combined,Solar (All),339,1.46614,1.436,4.235,8,4.770
28/02/2017,17,Nelson,All combined,Solar (All),339,1.35932,1.214,3.581,9,2.589
28/02/2017,18,Marlborough,All combined,Solar (All),275,1.09353,1.553,5.649,1,1.380
28/02/2017,12,West Coast,All combined,Solar (All),24,0.13284,0.093,3.894,0,
28/02/2017,13,Canterbury,All combined,Solar (All),2532,0.88355,9.874,3.900,49,3.347
28/02/2017,14,Otago,All combined,Solar (All),842,0.72963,3.179,3.775,12,3.825
28/02/2017,15,Southland,All combined,Solar (All),208,0.40134,1.080,5.191,2,3.000
31/03/2017,1,Northland,All combined,Solar (All),1008,1.13473,4.103,4.070,32,3.698
31/03/2017,2,Auckland,All combined,Solar (All),3670,0.61734,13.747,3.746,72,3.145
31/03/2017,3,Waikato,All combined,Solar (All),1608,0.71630,5.635,3.504,38,3.459
31/03/2017,4,Bay of Plenty,All combined,Solar (All),774,0.55519,3.015,3.896,14,3.735
31/03/2017,5,Gisborne,All combined,Solar (All),138,0.76454,0.485,3.516,13,3.285
31/03/2017,6,Hawke's Bay,All combined,Solar (All),687,0.87856,2.726,3.967,26,5.659
31/03/2017,7,Taranaki,All combined,Solar (All),293,0.49664,1.183,4.039,2,3.690
31/03/2017,8,Manawatu-Wanganui,All combined,Solar (All),641,0.54072,2.459,3.837,23,2.764
31/03/2017,9,Wellington,All combined,Solar (All),1213,0.54757,4.192,3.456,25,3.129
31/03/2017,16,Tasman,All combined,Solar (All),345,1.49254,1.475,4.276,6,6.568
31/03/2017,17,Nelson,All combined,Solar (All),351,1.40518,1.251,3.564,12,3.071
31/03/2017,18,Marlborough,All combined,Solar (All),279,1.10833,1.564,5.607,3,2.750
31/03/2017,12,West Coast,All combined,Solar (All),24,0.13284,0.093,3.894,0,
31/03/2017,13,Canterbury,All combined,Solar (All),2593,0.90389,10.121,3.903,61,4.011
31/03/2017,14,Otago,All combined,Solar (All),853,0.73814,3.229,3.786,11,4.591
31/03/2017,15,Southland,All combined,Solar (All),211,0.40689,1.092,5.174,3,4.000
30/04/2017,1,Northland,All combined,Solar (All),1017,1.14369,4.132,4.063,13,3.158
30/04/2017,2,Auckland,All combined,Solar (All),3796,0.63795,14.201,3.741,127,3.611
30/04/2017,3,Waikato,All combined,Solar (All),1642,0.73089,5.748,3.500,34,3.311
30/04/2017,4,Bay of Plenty,All combined,Solar (All),805,0.57739,3.149,3.912,33,4.255
30/04/2017,5,Gisborne,All combined,Solar (All),142,0.78675,0.503,3.540,4,4.375
30/04/2017,6,Hawke's Bay,All combined,Solar (All),693,0.88596,2.739,3.952,6,2.215
30/04/2017,7,Taranaki,All combined,Solar (All),297,0.50299,1.192,4.013,4,2.125
30/04/2017,8,Manawatu-Wanganui,All combined,Solar (All),651,0.54885,2.486,3.818,10,2.650
30/04/2017,9,Wellington,All combined,Solar (All),1232,0.55600,4.240,3.442,19,2.503
30/04/2017,16,Tasman,All combined,Solar (All),347,1.50119,1.486,4.284,2,5.690
30/04/2017,17,Nelson,All combined,Solar (All),354,1.41526,1.259,3.555,3,2.573
30/04/2017,18,Marlborough,All combined,Solar (All),283,1.12346,1.577,5.571,4,3.025
30/04/2017,12,West Coast,All combined,Solar (All),24,0.13282,0.093,3.894,0,
30/04/2017,13,Canterbury,All combined,Solar (All),2661,0.92651,10.375,3.899,71,3.759
30/04/2017,14,Otago,All combined,Solar (All),864,0.74691,3.273,3.788,11,3.991
30/04/2017,15,Southland,All combined,Solar (All),211,0.40682,1.092,5.174,0,
31/05/2017,1,Northland,All combined,Solar (All),1047,1.17664,4.240,4.049,32,3.436
31/05/2017,2,Auckland,All combined,Solar (All),3875,0.65057,14.479,3.736,78,3.304
31/05/2017,3,Waikato,All combined,Solar (All),1678,0.74630,5.875,3.501,36,3.534
31/05/2017,4,Bay of Plenty,All combined,Solar (All),861,0.61597,3.323,3.859,54,3.030
31/05/2017,5,Gisborne,All combined,Solar (All),148,0.81967,0.526,3.551,6,3.133
31/05/2017,6,Hawke's Bay,All combined,Solar (All),703,0.89812,2.772,3.943,11,3.774
31/05/2017,7,Taranaki,All combined,Solar (All),304,0.51467,1.224,4.027,7,3.757
31/05/2017,8,Manawatu-Wanganui,All combined,Solar (All),663,0.55905,2.519,3.799,12,2.750
31/05/2017,9,Wellington,All combined,Solar (All),1264,0.57013,4.347,3.439,32,3.338
31/05/2017,16,Tasman,All combined,Solar (All),352,1.52368,1.503,4.270,5,3.346
31/05/2017,17,Nelson,All combined,Solar (All),356,1.42014,1.262,3.545,3,2.523
31/05/2017,18,Marlborough,All combined,Solar (All),289,1.14642,1.599,5.535,6,3.827
31/05/2017,12,West Coast,All combined,Solar (All),25,0.13821,0.095,3.796,1,1.440
31/05/2017,13,Canterbury,All combined,Solar (All),2707,0.94148,10.546,3.896,51,3.554
31/05/2017,14,Otago,All combined,Solar (All),878,0.75796,3.327,3.789,14,3.821
31/05/2017,15,Southland,All combined,Solar (All),213,0.41044,1.102,5.172,2,5.000
30/06/2017,1,Northland,All combined,Solar (All),1065,1.19582,4.303,4.041,19,3.435
30/06/2017,2,Auckland,All combined,Solar (All),3926,0.65820,14.708,3.746,55,4.361
30/06/2017,3,Waikato,All combined,Solar (All),1712,0.76060,5.975,3.490,34,2.851
30/06/2017,4,Bay of Plenty,All combined,Solar (All),1041,0.74347,3.828,3.677,180,2.808
30/06/2017,5,Gisborne,All combined,Solar (All),149,0.82576,0.529,3.547,1,3.000
30/06/2017,6,Hawke's Bay,All combined,Solar (All),714,0.91150,2.877,4.029,11,9.060
30/06/2017,7,Taranaki,All combined,Solar (All),318,0.53788,1.249,3.929,14,1.789
30/06/2017,8,Manawatu-Wanganui,All combined,Solar (All),674,0.56809,2.595,3.850,11,6.900
30/06/2017,9,Wellington,All combined,Solar (All),1289,0.58141,4.403,3.415,25,2.227
30/06/2017,16,Tasman,All combined,Solar (All),361,1.56338,1.574,4.360,9,7.764
30/06/2017,17,Nelson,All combined,Solar (All),366,1.45695,1.290,3.525,10,2.599
30/06/2017,18,Marlborough,All combined,Solar (All),298,1.18188,1.628,5.464,9,3.199
30/06/2017,12,West Coast,All combined,Solar (All),25,0.13814,0.095,3.796,0,
30/06/2017,13,Canterbury,All combined,Solar (All),2752,0.95592,10.928,3.971,45,8.452
30/06/2017,14,Otago,All combined,Solar (All),890,0.76723,3.558,3.998,12,19.267
30/06/2017,15,Southland,All combined,Solar (All),217,0.41792,1.122,5.169,4,5.000
31/07/2017,1,Northland,All combined,Solar (All),1080,1.21116,4.390,4.064,22,4.866
31/07/2017,2,Auckland,All combined,Solar (All),3978,0.66635,14.951,3.758,48,4.752
31/07/2017,3,Waikato,All combined,Solar (All),1751,0.77713,6.178,3.528,40,3.338
31/07/2017,4,Bay of Plenty,All combined,Solar (All),1092,0.77868,3.988,3.652,52,3.108
31/07/2017,5,Gisborne,All combined,Solar (All),151,0.83703,0.534,3.534,2,2.580
31/07/2017,6,Hawke's Bay,All combined,Solar (All),724,0.92362,2.924,4.039,10,4.717
31/07/2017,7,Taranaki,All combined,Solar (All),320,0.54109,1.254,3.918,2,2.200
31/07/2017,8,Manawatu-Wanganui,All combined,Solar (All),683,0.57522,2.627,3.846,10,3.430
31/07/2017,9,Wellington,All combined,Solar (All),1317,0.59375,4.509,3.423,30,3.737
31/07/2017,16,Tasman,All combined,Solar (All),366,1.58517,1.597,4.362,5,4.490
31/07/2017,17,Nelson,All combined,Solar (All),372,1.47772,1.312,3.526,6,3.602
31/07/2017,18,Marlborough,All combined,Solar (All),300,1.18948,1.634,5.446,2,2.725
31/07/2017,12,West Coast,All combined,Solar (All),25,0.13804,0.095,3.796,0,
31/07/2017,13,Canterbury,All combined,Solar (All),2799,0.97085,11.090,3.962,45,3.357
31/07/2017,14,Otago,All combined,Solar (All),911,0.78401,3.655,4.012,21,4.633
31/07/2017,15,Southland,All combined,Solar (All),314,0.60496,1.622,5.166,97,5.158
31/08/2017,1,Northland,All combined,Solar (All),1097,1.22906,4.447,4.053,20,3.455
31/08/2017,2,Auckland,All combined,Solar (All),4045,0.67698,15.190,3.755,67,3.322
31/08/2017,3,Waikato,All combined,Solar (All),1798,0.79724,6.347,3.530,47,3.598
31/08/2017,4,Bay of Plenty,All combined,Solar (All),1231,0.87641,4.424,3.594,138,3.137
31/08/2017,5,Gisborne,All combined,Solar (All),153,0.84774,0.540,3.530,2,3.210
31/08/2017,6,Hawke's Bay,All combined,Solar (All),739,0.94215,2.967,4.015,16,2.891
31/08/2017,7,Taranaki,All combined,Solar (All),324,0.54724,1.262,3.896,6,1.767
31/08/2017,8,Manawatu-Wanganui,All combined,Solar (All),703,0.59167,2.682,3.814,20,2.736
31/08/2017,9,Wellington,All combined,Solar (All),1362,0.61375,4.662,3.423,46,3.357
31/08/2017,16,Tasman,All combined,Solar (All),373,1.61514,1.619,4.339,7,3.157
31/08/2017,17,Nelson,All combined,Solar (All),381,1.50945,1.336,3.508,9,2.751
31/08/2017,18,Marlborough,All combined,Solar (All),315,1.24787,1.695,5.382,15,4.107
31/08/2017,12,West Coast,All combined,Solar (All),26,0.14354,0.098,3.765,1,3.000
31/08/2017,13,Canterbury,All combined,Solar (All),2875,0.99601,11.363,3.952,77,3.561
31/08/2017,14,Otago,All combined,Solar (All),932,0.80135,3.732,4.004,23,3.491
31/08/2017,15,Southland,All combined,Solar (All),325,0.62593,1.673,5.147,11,4.615
30/09/2017,1,Northland,All combined,Solar (All),1143,1.27882,4.633,4.053,35,3.980
30/09/2017,2,Auckland,All combined,Solar (All),4100,0.68517,15.358,3.746,67,3.274
30/09/2017,3,Waikato,All combined,Solar (All),1849,0.81879,6.534,3.534,52,3.523
30/09/2017,4,Bay of Plenty,All combined,Solar (All),1279,0.90927,4.564,3.568,49,2.914
30/09/2017,5,Gisborne,All combined,Solar (All),157,0.87014,0.556,3.542,4,4.000
30/09/2017,6,Hawke's Bay,All combined,Solar (All),757,0.96401,3.024,3.994,18,3.135
30/09/2017,7,Taranaki,All combined,Solar (All),335,0.56521,1.285,3.837,9,2.331
30/09/2017,8,Manawatu-Wanganui,All combined,Solar (All),725,0.60974,2.745,3.787,22,2.898
30/09/2017,9,Wellington,All combined,Solar (All),1400,0.63054,4.790,3.421,39,3.414
30/09/2017,16,Tasman,All combined,Solar (All),376,1.62792,1.628,4.329,3,2.987
30/09/2017,17,Nelson,All combined,Solar (All),390,1.54156,1.368,3.508,9,3.514
30/09/2017,18,Marlborough,All combined,Solar (All),331,1.31027,1.786,5.394,16,4.987
30/09/2017,12,West Coast,All combined,Solar (All),29,0.15972,0.108,3.717,3,3.300
30/09/2017,13,Canterbury,All combined,Solar (All),2936,1.01549,11.646,3.966,63,4.502
30/09/2017,14,Otago,All combined,Solar (All),948,0.81384,3.802,4.011,17,4.138
30/09/2017,15,Southland,All combined,Solar (All),330,0.63507,1.692,5.128,5,3.888
31/10/2017,1,Northland,All combined,Solar (All),1151,1.28576,4.667,4.055,11,3.664
31/10/2017,2,Auckland,All combined,Solar (All),4178,0.69710,15.660,3.748,81,3.809
31/10/2017,3,Waikato,All combined,Solar (All),1903,0.84178,6.734,3.539,53,3.713
31/10/2017,4,Bay of Plenty,All combined,Solar (All),1317,0.93467,4.677,3.551,38,2.772
31/10/2017,5,Gisborne,All combined,Solar (All),160,0.88756,0.566,3.540,3,3.433
31/10/2017,6,Hawke's Bay,All combined,Solar (All),766,0.97483,3.056,3.989,9,3.576
31/10/2017,7,Taranaki,All combined,Solar (All),340,0.57344,1.307,3.845,5,4.400
31/10/2017,8,Manawatu-Wanganui,All combined,Solar (All),748,0.62878,2.821,3.772,23,3.302
31/10/2017,9,Wellington,All combined,Solar (All),1435,0.64580,4.921,3.429,35,3.485
31/10/2017,16,Tasman,All combined,Solar (All),383,1.65830,1.662,4.339,7,4.599
31/10/2017,17,Nelson,All combined,Solar (All),398,1.57045,1.386,3.483,8,2.093
31/10/2017,18,Marlborough,All combined,Solar (All),338,1.33650,2.206,6.526,7,60.030
31/10/2017,12,West Coast,All combined,Solar (All),29,0.15977,0.108,3.717,0,
31/10/2017,13,Canterbury,All combined,Solar (All),2999,1.03592,11.908,3.971,68,4.736
31/10/2017,14,Otago,All combined,Solar (All),960,0.82281,3.848,4.009,13,3.662
31/10/2017,15,Southland,All combined,Solar (All),333,0.64054,1.703,5.116,4,4.060
30/11/2017,1,Northland,All combined,Solar (All),1172,1.30685,4.750,4.053,21,3.960
30/11/2017,2,Auckland,All combined,Solar (All),4272,0.71146,16.120,3.773,95,5.102
30/11/2017,3,Waikato,All combined,Solar (All),1963,0.86708,6.945,3.538,61,3.498
30/11/2017,4,Bay of Plenty,All combined,Solar (All),1356,0.96088,4.805,3.543,39,3.209
30/11/2017,5,Gisborne,All combined,Solar (All),164,0.90985,0.585,3.570,4,4.750
30/11/2017,6,Hawke's Bay,All combined,Solar (All),781,0.99288,3.108,3.979,15,3.461
30/11/2017,7,Taranaki,All combined,Solar (All),349,0.58818,1.334,3.823,9,3.016
30/11/2017,8,Manawatu-Wanganui,All combined,Solar (All),773,0.64953,2.914,3.769,25,3.528
30/11/2017,9,Wellington,All combined,Solar (All),1481,0.66555,5.071,3.424,47,3.257
30/11/2017,16,Tasman,All combined,Solar (All),389,1.68369,1.730,4.446,6,5.487
30/11/2017,17,Nelson,All combined,Solar (All),410,1.61545,1.438,3.507,12,4.301
30/11/2017,18,Marlborough,All combined,Solar (All),358,1.41273,2.280,6.369,21,3.610
30/11/2017,12,West Coast,All combined,Solar (All),29,0.15967,0.108,3.717,0,
30/11/2017,13,Canterbury,All combined,Solar (All),3082,1.06315,12.233,3.969,83,3.926
30/11/2017,14,Otago,All combined,Solar (All),984,0.84278,3.959,4.023,23,4.728
30/11/2017,15,Southland,All combined,Solar (All),343,0.65924,1.766,5.148,10,6.220
31/12/2017,1,Northland,All combined,Solar (All),1193,1.32722,4.826,4.045,29,3.683
31/12/2017,2,Auckland,All combined,Solar (All),4347,0.72293,16.430,3.780,76,3.989
31/12/2017,3,Waikato,All combined,Solar (All),1994,0.87885,7.045,3.533,32,3.184
31/12/2017,4,Bay of Plenty,All combined,Solar (All),1387,0.98112,4.921,3.548,31,3.745
31/12/2017,5,Gisborne,All combined,Solar (All),166,0.91977,0.595,3.587,2,5.000
31/12/2017,6,Hawke's Bay,All combined,Solar (All),795,1.00946,3.197,4.021,14,6.366
31/12/2017,7,Taranaki,All combined,Solar (All),364,0.61258,1.373,3.771,15,2.561
31/12/2017,8,Manawatu-Wanganui,All combined,Solar (All),788,0.66140,2.973,3.773,15,3.857
31/12/2017,9,Wellington,All combined,Solar (All),1517,0.68115,5.215,3.438,35,4.035
31/12/2017,16,Tasman,All combined,Solar (All),394,1.70459,1.744,4.427,5,2.924
31/12/2017,17,Nelson,All combined,Solar (All),424,1.66640,1.491,3.516,14,3.762
31/12/2017,18,Marlborough,All combined,Solar (All),360,1.41973,2.287,6.353,2,3.420
31/12/2017,12,West Coast,All combined,Solar (All),29,0.15937,0.108,3.717,0,
31/12/2017,13,Canterbury,All combined,Solar (All),3151,1.08495,12.550,3.983,71,4.577
31/12/2017,14,Otago,All combined,Solar (All),1015,0.86884,4.100,4.040,30,4.622
31/12/2017,15,Southland,All combined,Solar (All),344,0.65998,1.776,5.162,1,10.000
31/01/2018,1,Northland,All combined,Solar (All),1221,1.35799,4.925,4.033,30,3.747
31/01/2018,2,Auckland,All combined,Solar (All),4381,0.72845,16.583,3.785,39,4.203
31/01/2018,3,Waikato,All combined,Solar (All),2035,0.89689,7.277,3.576,42,5.597
31/01/2018,4,Bay of Plenty,All combined,Solar (All),1414,0.99962,5.012,3.545,27,3.343
31/01/2018,5,Gisborne,All combined,Solar (All),168,0.93214,0.608,3.622,2,6.500
31/01/2018,6,Hawke's Bay,All combined,Solar (All),803,1.01949,3.242,4.037,8,3.328
31/01/2018,7,Taranaki,All combined,Solar (All),373,0.62773,1.409,3.777,9,4.019
