Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240907174344

Parameters
Date range,01 Sep 2013 - 31 Jul 2024
Region type,Regional council
Market segment,All ICPs
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
31/08/2019,1,Northland,All combined,Solar (All),1888,2.05447,8.546,4.527,38,5.731
31/08/2019,2,Auckland,All combined,Solar (All),5596,0.90699,23.820,4.257,51,5.009
31/08/2019,3,Waikato,All combined,Solar (All),2888,1.24808,11.207,3.880,44,5.796
31/08/2019,4,Bay of Plenty,All combined,Solar (All),1984,1.37293,8.176,4.121,32,5.047
31/08/2019,5,Gisborne,All combined,Solar (All),201,1.12015,0.754,3.753,2,3.840
31/08/2019,6,Hawke's Bay,All combined,Solar (All),1040,1.30347,4.562,4.386,29,3.985
31/08/2019,7,Taranaki,All combined,Solar (All),534,0.88880,2.119,3.967,6,3.930
31/08/2019,8,Manawatu-Wanganui,All combined,Solar (All),1162,0.96553,4.760,4.096,14,3.583
31/08/2019,9,Wellington,All combined,Solar (All),2181,0.96451,7.897,3.621,17,5.476
31/08/2019,16,Tasman,All combined,Solar (All),534,2.31630,2.461,4.608,10,6.518
31/08/2019,17,Nelson,All combined,Solar (All),618,2.33754,2.415,3.907,12,5.593
31/08/2019,18,Marlborough,All combined,Solar (All),550,2.13775,2.802,5.095,18,4.229
31/08/2019,12,West Coast,All combined,Solar (All),56,0.30422,0.255,4.561,0,
31/08/2019,13,Canterbury,All combined,Solar (All),4155,1.39596,17.984,4.328,60,6.329
31/08/2019,14,Otago,All combined,Solar (All),1406,1.16931,6.277,4.464,17,5.038
31/08/2019,15,Southland,All combined,Solar (All),427,0.81222,2.309,5.407,4,5.800
30/09/2019,1,Northland,All combined,Solar (All),1914,2.08125,8.658,4.523,26,4.273
30/09/2019,2,Auckland,All combined,Solar (All),5680,0.91890,24.366,4.290,66,5.981
30/09/2019,3,Waikato,All combined,Solar (All),2918,1.25970,11.437,3.920,35,6.684
30/09/2019,4,Bay of Plenty,All combined,Solar (All),2006,1.38715,8.336,4.156,25,6.413
30/09/2019,5,Gisborne,All combined,Solar (All),202,1.12554,0.759,3.759,1,5.000
30/09/2019,6,Hawke's Bay,All combined,Solar (All),1053,1.31914,4.651,4.417,15,5.997
30/09/2019,7,Taranaki,All combined,Solar (All),542,0.90161,2.167,3.997,8,6.010
30/09/2019,8,Manawatu-Wanganui,All combined,Solar (All),1181,0.98068,4.869,4.123,19,5.614
30/09/2019,9,Wellington,All combined,Solar (All),2212,0.97748,8.026,3.628,30,4.095
30/09/2019,16,Tasman,All combined,Solar (All),541,2.34819,2.513,4.644,6,7.773
30/09/2019,17,Nelson,All combined,Solar (All),628,2.36901,2.456,3.910,10,4.113
30/09/2019,18,Marlborough,All combined,Solar (All),562,2.18261,2.863,5.095,15,4.803
30/09/2019,12,West Coast,All combined,Solar (All),57,0.30928,0.259,4.548,1,3.800
30/09/2019,13,Canterbury,All combined,Solar (All),4190,1.40570,18.226,4.350,45,5.817
30/09/2019,14,Otago,All combined,Solar (All),1422,1.18153,6.306,4.435,16,5.341
30/09/2019,15,Southland,All combined,Solar (All),430,0.81761,2.325,5.407,3,5.333
31/10/2019,1,Northland,All combined,Solar (All),1937,2.10427,8.819,4.553,23,7.010
31/10/2019,2,Auckland,All combined,Solar (All),5746,0.92831,24.810,4.318,80,6.164
31/10/2019,3,Waikato,All combined,Solar (All),2953,1.27351,11.690,3.959,41,6.481
31/10/2019,4,Bay of Plenty,All combined,Solar (All),2028,1.40086,8.473,4.178,28,5.139
31/10/2019,5,Gisborne,All combined,Solar (All),220,1.22638,0.796,3.616,18,2.009
31/10/2019,6,Hawke's Bay,All combined,Solar (All),1092,1.36755,4.847,4.439,44,4.554
31/10/2019,7,Taranaki,All combined,Solar (All),554,0.92141,2.229,4.023,12,5.003
31/10/2019,8,Manawatu-Wanganui,All combined,Solar (All),1215,1.00870,5.005,4.119,32,4.033
31/10/2019,9,Wellington,All combined,Solar (All),2243,0.99024,8.147,3.632,32,4.045
31/10/2019,16,Tasman,All combined,Solar (All),549,2.38364,2.557,4.658,9,4.287
31/10/2019,17,Nelson,All combined,Solar (All),635,2.39144,2.496,3.931,8,5.149
31/10/2019,18,Marlborough,All combined,Solar (All),570,2.21282,2.920,5.122,12,5.845
31/10/2019,12,West Coast,All combined,Solar (All),57,0.30938,0.259,4.548,0,
31/10/2019,13,Canterbury,All combined,Solar (All),4228,1.41661,18.435,4.360,39,5.370
31/10/2019,14,Otago,All combined,Solar (All),1439,1.19428,6.402,4.449,17,4.644
31/10/2019,15,Southland,All combined,Solar (All),440,0.83625,2.403,5.462,10,7.846
30/11/2019,1,Northland,All combined,Solar (All),1970,2.13647,8.975,4.556,33,4.738
30/11/2019,2,Auckland,All combined,Solar (All),5812,0.93721,25.334,4.359,66,7.797
30/11/2019,3,Waikato,All combined,Solar (All),2989,1.28707,11.896,3.980,38,5.446
30/11/2019,4,Bay of Plenty,All combined,Solar (All),2057,1.41861,8.645,4.203,30,5.783
30/11/2019,5,Gisborne,All combined,Solar (All),226,1.25933,0.821,3.631,7,4.297
30/11/2019,6,Hawke's Bay,All combined,Solar (All),1111,1.38993,4.950,4.455,20,5.319
30/11/2019,7,Taranaki,All combined,Solar (All),563,0.93560,2.288,4.063,10,6.242
30/11/2019,8,Manawatu-Wanganui,All combined,Solar (All),1234,1.02349,5.175,4.194,20,8.492
30/11/2019,9,Wellington,All combined,Solar (All),2273,1.00172,8.306,3.654,31,5.275
30/11/2019,16,Tasman,All combined,Solar (All),552,2.39573,2.560,4.638,4,4.170
30/11/2019,17,Nelson,All combined,Solar (All),643,2.41675,2.525,3.927,9,4.023
30/11/2019,18,Marlborough,All combined,Solar (All),580,2.24920,2.967,5.116,10,4.768
30/11/2019,12,West Coast,All combined,Solar (All),58,0.31460,0.262,4.521,1,3.000
30/11/2019,13,Canterbury,All combined,Solar (All),4284,1.43275,18.741,4.375,62,5.255
30/11/2019,14,Otago,All combined,Solar (All),1456,1.20642,6.527,4.483,17,6.961
30/11/2019,15,Southland,All combined,Solar (All),441,0.83719,2.413,5.473,1,10.000
31/12/2019,1,Northland,All combined,Solar (All),1979,2.14256,9.007,4.551,9,3.494
31/12/2019,2,Auckland,All combined,Solar (All),5889,0.94814,26.007,4.416,80,8.524
31/12/2019,3,Waikato,All combined,Solar (All),3008,1.29302,12.061,4.010,18,3.669
31/12/2019,4,Bay of Plenty,All combined,Solar (All),2088,1.43764,8.873,4.249,32,7.052
31/12/2019,5,Gisborne,All combined,Solar (All),232,1.29162,0.845,3.644,5,3.944
31/12/2019,6,Hawke's Bay,All combined,Solar (All),1129,1.40989,5.036,4.461,21,4.497
31/12/2019,7,Taranaki,All combined,Solar (All),569,0.94460,2.411,4.237,6,20.580
31/12/2019,8,Manawatu-Wanganui,All combined,Solar (All),1248,1.03418,5.267,4.221,13,6.543
31/12/2019,9,Wellington,All combined,Solar (All),2292,1.00871,8.364,3.649,19,4.224
31/12/2019,16,Tasman,All combined,Solar (All),558,2.42124,2.608,4.673,6,7.558
31/12/2019,17,Nelson,All combined,Solar (All),650,2.43802,2.557,3.933,7,4.469
31/12/2019,18,Marlborough,All combined,Solar (All),590,2.28417,3.021,5.120,12,5.015
31/12/2019,12,West Coast,All combined,Solar (All),59,0.31956,0.265,4.496,1,3.000
31/12/2019,13,Canterbury,All combined,Solar (All),4329,1.44501,19.185,4.432,50,9.152
31/12/2019,14,Otago,All combined,Solar (All),1477,1.22164,6.631,4.490,21,4.535
31/12/2019,15,Southland,All combined,Solar (All),443,0.83994,2.423,5.470,2,5.000
31/01/2020,1,Northland,All combined,Solar (All),2020,2.18664,9.331,4.619,41,7.904
31/01/2020,2,Auckland,All combined,Solar (All),5932,0.95485,26.267,4.428,49,5.571
31/01/2020,3,Waikato,All combined,Solar (All),3042,1.30743,12.323,4.051,35,7.437
31/01/2020,4,Bay of Plenty,All combined,Solar (All),2112,1.45349,8.984,4.254,25,4.345
31/01/2020,5,Gisborne,All combined,Solar (All),235,1.30897,0.859,3.655,3,4.560
31/01/2020,6,Hawke's Bay,All combined,Solar (All),1145,1.43002,5.177,4.522,18,8.118
31/01/2020,7,Taranaki,All combined,Solar (All),583,0.96775,2.462,4.223,14,3.647
31/01/2020,8,Manawatu-Wanganui,All combined,Solar (All),1260,1.04465,5.340,4.238,14,5.412
31/01/2020,9,Wellington,All combined,Solar (All),2328,1.02467,8.524,3.661,37,4.044
31/01/2020,16,Tasman,All combined,Solar (All),562,2.43934,2.624,4.669,4,4.040
31/01/2020,17,Nelson,All combined,Solar (All),652,2.43994,2.569,3.941,3,4.197
31/01/2020,18,Marlborough,All combined,Solar (All),589,2.28012,3.024,5.134,3,3.250
31/01/2020,12,West Coast,All combined,Solar (All),60,0.32499,0.268,4.471,1,3.000
31/01/2020,13,Canterbury,All combined,Solar (All),4356,1.45293,19.374,4.448,35,6.211
31/01/2020,14,Otago,All combined,Solar (All),1504,1.24392,6.780,4.508,28,5.001
31/01/2020,15,Southland,All combined,Solar (All),452,0.85755,2.495,5.520,9,6.849
29/02/2020,1,Northland,All combined,Solar (All),2041,2.20768,9.483,4.646,22,7.156
29/02/2020,2,Auckland,All combined,Solar (All),5995,0.96344,26.630,4.442,66,5.911
29/02/2020,3,Waikato,All combined,Solar (All),3091,1.32716,12.561,4.064,49,4.673
29/02/2020,4,Bay of Plenty,All combined,Solar (All),2143,1.47396,9.128,4.260,33,4.707
29/02/2020,5,Gisborne,All combined,Solar (All),240,1.33772,0.890,3.709,5,6.208
29/02/2020,6,Hawke's Bay,All combined,Solar (All),1169,1.45899,5.344,4.572,27,6.809
29/02/2020,7,Taranaki,All combined,Solar (All),593,0.98355,2.515,4.241,10,5.292
29/02/2020,8,Manawatu-Wanganui,All combined,Solar (All),1279,1.05975,5.419,4.237,19,3.875
29/02/2020,9,Wellington,All combined,Solar (All),2349,1.03337,8.667,3.690,23,6.211
29/02/2020,16,Tasman,All combined,Solar (All),566,2.45820,2.682,4.739,4,13.598
29/02/2020,17,Nelson,All combined,Solar (All),661,2.47020,2.730,4.131,9,17.914
29/02/2020,18,Marlborough,All combined,Solar (All),599,2.31686,3.076,5.135,10,5.237
29/02/2020,12,West Coast,All combined,Solar (All),60,0.32496,0.268,4.471,0,
29/02/2020,13,Canterbury,All combined,Solar (All),4402,1.46665,19.615,4.456,48,5.173
29/02/2020,14,Otago,All combined,Solar (All),1526,1.25964,6.884,4.511,23,4.593
29/02/2020,15,Southland,All combined,Solar (All),457,0.86693,2.518,5.509,5,4.504
31/03/2020,1,Northland,All combined,Solar (All),2054,2.21886,9.565,4.657,13,6.313
31/03/2020,2,Auckland,All combined,Solar (All),6065,0.97247,27.123,4.472,69,6.959
31/03/2020,3,Waikato,All combined,Solar (All),3127,1.34093,12.799,4.093,37,6.097
31/03/2020,4,Bay of Plenty,All combined,Solar (All),2168,1.48893,9.278,4.280,26,5.688
31/03/2020,5,Gisborne,All combined,Solar (All),242,1.34879,0.897,3.708,2,3.680
31/03/2020,6,Hawke's Bay,All combined,Solar (All),1187,1.47885,5.448,4.590,19,5.798
31/03/2020,7,Taranaki,All combined,Solar (All),601,0.99609,2.545,4.235,8,3.755
31/03/2020,8,Manawatu-Wanganui,All combined,Solar (All),1290,1.06753,5.470,4.241,11,4.638
31/03/2020,9,Wellington,All combined,Solar (All),2363,1.03832,8.723,3.691,14,4.098
31/03/2020,16,Tasman,All combined,Solar (All),572,2.48296,2.707,4.732,6,4.025
31/03/2020,17,Nelson,All combined,Solar (All),669,2.49478,2.792,4.173,8,7.685
31/03/2020,18,Marlborough,All combined,Solar (All),603,2.32989,3.100,5.141,5,5.800
31/03/2020,12,West Coast,All combined,Solar (All),60,0.32455,0.268,4.471,0,
31/03/2020,13,Canterbury,All combined,Solar (All),4436,1.47567,19.843,4.473,35,6.615
31/03/2020,14,Otago,All combined,Solar (All),1542,1.27138,6.985,4.530,15,6.525
31/03/2020,15,Southland,All combined,Solar (All),458,0.86813,2.523,5.508,1,5.000
30/04/2020,1,Northland,All combined,Solar (All),2069,2.23453,9.766,4.720,15,13.420
30/04/2020,2,Auckland,All combined,Solar (All),6075,0.97383,29.510,4.858,10,6.950
30/04/2020,3,Waikato,All combined,Solar (All),3134,1.34351,12.837,4.096,7,5.377
30/04/2020,4,Bay of Plenty,All combined,Solar (All),2176,1.49389,9.319,4.283,8,4.780
30/04/2020,5,Gisborne,All combined,Solar (All),244,1.35971,0.905,3.708,2,3.680
30/04/2020,6,Hawke's Bay,All combined,Solar (All),1199,1.49358,5.523,4.606,12,6.209
30/04/2020,7,Taranaki,All combined,Solar (All),605,1.00227,2.567,4.243,4,5.475
30/04/2020,8,Manawatu-Wanganui,All combined,Solar (All),1293,1.06971,5.482,4.240,3,3.500
30/04/2020,9,Wellington,All combined,Solar (All),2366,1.03943,8.748,3.697,6,5.393
30/04/2020,16,Tasman,All combined,Solar (All),572,2.48285,2.707,4.732,0,
30/04/2020,17,Nelson,All combined,Solar (All),670,2.49842,2.805,4.186,1,12.880
30/04/2020,18,Marlborough,All combined,Solar (All),603,2.32953,3.100,5.141,0,
30/04/2020,12,West Coast,All combined,Solar (All),60,0.32443,0.268,4.471,0,
30/04/2020,13,Canterbury,All combined,Solar (All),4449,1.47980,19.915,4.476,14,5.533
30/04/2020,14,Otago,All combined,Solar (All),1542,1.27144,6.985,4.530,0,
30/04/2020,15,Southland,All combined,Solar (All),459,0.86963,2.529,5.509,1,6.000
31/05/2020,1,Northland,All combined,Solar (All),2096,2.26155,9.923,4.734,28,5.794
31/05/2020,2,Auckland,All combined,Solar (All),6150,0.98358,29.933,4.867,79,5.696
31/05/2020,3,Waikato,All combined,Solar (All),3165,1.35401,13.025,4.115,31,5.881
31/05/2020,4,Bay of Plenty,All combined,Solar (All),2213,1.51710,9.517,4.300,40,5.002
31/05/2020,5,Gisborne,All combined,Solar (All),250,1.39346,0.947,3.787,7,6.434
31/05/2020,6,Hawke's Bay,All combined,Solar (All),1207,1.50137,5.556,4.603,14,4.132
31/05/2020,7,Taranaki,All combined,Solar (All),623,1.03054,2.733,4.386,18,9.208
31/05/2020,8,Manawatu-Wanganui,All combined,Solar (All),1310,1.08251,5.582,4.261,19,5.346
31/05/2020,9,Wellington,All combined,Solar (All),2410,1.05738,8.946,3.712,44,4.459
31/05/2020,16,Tasman,All combined,Solar (All),576,2.50000,2.724,4.728,4,3.495
31/05/2020,17,Nelson,All combined,Solar (All),680,2.52995,2.856,4.200,10,5.142
31/05/2020,18,Marlborough,All combined,Solar (All),609,2.35072,3.129,5.138,7,4.314
31/05/2020,12,West Coast,All combined,Solar (All),60,0.32425,0.268,4.471,0,
31/05/2020,13,Canterbury,All combined,Solar (All),4486,1.48941,20.163,4.495,44,5.806
31/05/2020,14,Otago,All combined,Solar (All),1571,1.29320,7.135,4.542,31,5.052
31/05/2020,15,Southland,All combined,Solar (All),461,0.87256,2.543,5.517,2,7.350
30/06/2020,1,Northland,All combined,Solar (All),2138,2.30629,10.181,4.762,42,6.129
30/06/2020,2,Auckland,All combined,Solar (All),6222,0.99416,30.425,4.890,78,5.931
30/06/2020,3,Waikato,All combined,Solar (All),3208,1.37177,13.400,4.177,45,8.249
30/06/2020,4,Bay of Plenty,All combined,Solar (All),2237,1.53271,9.649,4.314,29,5.036
30/06/2020,5,Gisborne,All combined,Solar (All),253,1.41128,0.964,3.808,2,6.840
30/06/2020,6,Hawke's Bay,All combined,Solar (All),1229,1.52880,5.656,4.602,24,4.438
30/06/2020,7,Taranaki,All combined,Solar (All),632,1.04575,2.767,4.378,9,3.378
30/06/2020,8,Manawatu-Wanganui,All combined,Solar (All),1326,1.09561,5.841,4.405,16,15.425
30/06/2020,9,Wellington,All combined,Solar (All),2437,1.06861,9.065,3.720,27,4.473
30/06/2020,16,Tasman,All combined,Solar (All),581,2.52313,2.758,4.747,5,6.400
30/06/2020,17,Nelson,All combined,Solar (All),693,2.57286,2.958,4.268,13,6.914
30/06/2020,18,Marlborough,All combined,Solar (All),616,2.37709,3.160,5.129,8,4.450
30/06/2020,12,West Coast,All combined,Solar (All),61,0.32948,0.283,4.643,1,15.000
30/06/2020,13,Canterbury,All combined,Solar (All),4548,1.50794,20.565,4.522,68,6.031
30/06/2020,14,Otago,All combined,Solar (All),1595,1.31235,7.246,4.543,26,4.635
30/06/2020,15,Southland,All combined,Solar (All),468,0.88636,2.594,5.542,7,7.234
31/07/2020,1,Northland,All combined,Solar (All),2168,2.33512,10.412,4.803,31,7.515
31/07/2020,2,Auckland,All combined,Solar (All),6317,1.00736,31.208,4.940,95,7.699
31/07/2020,3,Waikato,All combined,Solar (All),3242,1.38433,13.943,4.301,39,14.276
31/07/2020,4,Bay of Plenty,All combined,Solar (All),2266,1.55036,9.871,4.356,34,6.697
31/07/2020,5,Gisborne,All combined,Solar (All),256,1.42929,0.976,3.811,3,4.060
31/07/2020,6,Hawke's Bay,All combined,Solar (All),1253,1.55672,5.811,4.638,24,6.135
31/07/2020,7,Taranaki,All combined,Solar (All),646,1.06830,2.825,4.372,14,4.126
31/07/2020,8,Manawatu-Wanganui,All combined,Solar (All),1342,1.10801,5.916,4.408,18,4.352
31/07/2020,9,Wellington,All combined,Solar (All),2450,1.07277,9.125,3.725,15,4.312
31/07/2020,16,Tasman,All combined,Solar (All),592,2.57201,2.827,4.776,12,5.963
31/07/2020,17,Nelson,All combined,Solar (All),704,2.60480,3.003,4.265,11,4.095
31/07/2020,18,Marlborough,All combined,Solar (All),620,2.39151,3.183,5.135,6,4.450
31/07/2020,12,West Coast,All combined,Solar (All),62,0.33445,0.288,4.649,1,5.000
31/07/2020,13,Canterbury,All combined,Solar (All),4590,1.51907,20.885,4.550,50,7.221
31/07/2020,14,Otago,All combined,Solar (All),1624,1.33403,7.430,4.575,28,5.883
31/07/2020,15,Southland,All combined,Solar (All),474,0.89695,2.639,5.567,6,7.500
31/08/2020,1,Northland,All combined,Solar (All),2201,2.36870,10.573,4.804,33,4.855
31/08/2020,2,Auckland,All combined,Solar (All),6404,1.01903,31.607,4.936,85,5.610
31/08/2020,3,Waikato,All combined,Solar (All),3284,1.40049,14.728,4.485,41,19.125
31/08/2020,4,Bay of Plenty,All combined,Solar (All),2293,1.56647,10.058,4.386,29,6.398
31/08/2020,5,Gisborne,All combined,Solar (All),258,1.44005,0.984,3.815,2,4.240
31/08/2020,6,Hawke's Bay,All combined,Solar (All),1279,1.58677,6.000,4.691,26,7.219
31/08/2020,7,Taranaki,All combined,Solar (All),653,1.07889,2.859,4.378,8,4.444
31/08/2020,8,Manawatu-Wanganui,All combined,Solar (All),1363,1.12440,5.985,4.391,20,6.136
31/08/2020,9,Wellington,All combined,Solar (All),2493,1.09039,9.343,3.748,44,4.921
31/08/2020,16,Tasman,All combined,Solar (All),603,2.61889,2.952,4.896,11,11.348
31/08/2020,17,Nelson,All combined,Solar (All),715,2.63740,3.053,4.270,11,4.589
31/08/2020,18,Marlborough,All combined,Solar (All),630,2.42765,3.226,5.121,11,4.318
31/08/2020,12,West Coast,All combined,Solar (All),66,0.35539,0.306,4.629,4,4.325
31/08/2020,13,Canterbury,All combined,Solar (All),4646,1.53538,21.161,4.555,55,4.897
31/08/2020,14,Otago,All combined,Solar (All),1653,1.35585,7.614,4.606,30,5.646
31/08/2020,15,Southland,All combined,Solar (All),480,0.90766,2.718,5.663,6,13.208
30/09/2020,1,Northland,All combined,Solar (All),2224,2.39009,10.737,4.828,24,7.039
30/09/2020,2,Auckland,All combined,Solar (All),6506,1.03396,32.314,4.967,103,6.572
30/09/2020,3,Waikato,All combined,Solar (All),3318,1.41278,14.904,4.492,35,4.968
30/09/2020,4,Bay of Plenty,All combined,Solar (All),2320,1.58285,10.312,4.445,29,8.828
30/09/2020,5,Gisborne,All combined,Solar (All),267,1.48979,1.025,3.838,10,4.552
30/09/2020,6,Hawke's Bay,All combined,Solar (All),1306,1.61848,6.182,4.733,26,6.458
30/09/2020,7,Taranaki,All combined,Solar (All),672,1.10880,3.121,4.645,19,13.821
30/09/2020,8,Manawatu-Wanganui,All combined,Solar (All),1386,1.14274,6.081,4.387,24,4.073
30/09/2020,9,Wellington,All combined,Solar (All),2524,1.10291,9.479,3.756,33,4.251
30/09/2020,16,Tasman,All combined,Solar (All),610,2.64860,2.984,4.892,7,4.594
30/09/2020,17,Nelson,All combined,Solar (All),723,2.66132,3.109,4.300,8,6.960
30/09/2020,18,Marlborough,All combined,Solar (All),642,2.47104,3.283,5.114,14,4.589
30/09/2020,12,West Coast,All combined,Solar (All),69,0.37129,0.319,4.622,3,4.453
30/09/2020,13,Canterbury,All combined,Solar (All),4701,1.55077,21.585,4.592,63,7.054
30/09/2020,14,Otago,All combined,Solar (All),1683,1.37833,7.772,4.618,30,5.288
30/09/2020,15,Southland,All combined,Solar (All),486,0.91870,2.744,5.647,6,4.548
31/10/2020,1,Northland,All combined,Solar (All),2249,2.41426,10.862,4.830,25,5.018
31/10/2020,2,Auckland,All combined,Solar (All),6638,1.05313,33.071,4.982,133,5.655
31/10/2020,3,Waikato,All combined,Solar (All),3363,1.42984,15.926,4.736,50,20.650
31/10/2020,4,Bay of Plenty,All combined,Solar (All),2365,1.61143,10.537,4.455,48,4.649
31/10/2020,5,Gisborne,All combined,Solar (All),272,1.51845,1.055,3.880,5,5.696
31/10/2020,6,Hawke's Bay,All combined,Solar (All),1330,1.64632,6.365,4.786,26,6.974
31/10/2020,7,Taranaki,All combined,Solar (All),682,1.12447,3.167,4.643,11,4.269
31/10/2020,8,Manawatu-Wanganui,All combined,Solar (All),1403,1.15531,6.187,4.410,19,4.822
31/10/2020,9,Wellington,All combined,Solar (All),2558,1.11693,9.700,3.792,36,6.035
31/10/2020,16,Tasman,All combined,Solar (All),622,2.70259,3.071,4.938,12,4.643
31/10/2020,17,Nelson,All combined,Solar (All),737,2.70757,3.168,4.299,14,4.266
31/10/2020,18,Marlborough,All combined,Solar (All),650,2.50125,3.340,5.138,12,5.523
31/10/2020,12,West Coast,All combined,Solar (All),69,0.37105,0.326,4.720,0,
31/10/2020,13,Canterbury,All combined,Solar (All),4749,1.56371,21.966,4.625,58,6.947
31/10/2020,14,Otago,All combined,Solar (All),1702,1.38993,7.881,4.630,20,5.379
31/10/2020,15,Southland,All combined,Solar (All),489,0.92407,2.758,5.639,3,4.417
30/11/2020,1,Northland,All combined,Solar (All),2323,2.48942,11.237,4.837,74,5.061
30/11/2020,2,Auckland,All combined,Solar (All),6760,1.07001,33.868,5.010,128,6.289
30/11/2020,3,Waikato,All combined,Solar (All),3397,1.44194,16.104,4.741,34,5.109
30/11/2020,4,Bay of Plenty,All combined,Solar (All),2406,1.63686,10.723,4.457,41,4.482
30/11/2020,5,Gisborne,All combined,Solar (All),276,1.54207,1.073,3.888,4,4.400
30/11/2020,6,Hawke's Bay,All combined,Solar (All),1347,1.66520,6.491,4.819,18,7.442
30/11/2020,7,Taranaki,All combined,Solar (All),690,1.13618,3.217,4.662,8,5.645
30/11/2020,8,Manawatu-Wanganui,All combined,Solar (All),1418,1.16680,6.284,4.432,17,5.679
30/11/2020,9,Wellington,All combined,Solar (All),2599,1.13339,9.886,3.804,42,4.473
30/11/2020,16,Tasman,All combined,Solar (All),628,2.72806,3.109,4.951,6,5.773
30/11/2020,17,Nelson,All combined,Solar (All),747,2.73707,3.226,4.318,10,4.407
30/11/2020,18,Marlborough,All combined,Solar (All),658,2.52950,3.375,5.130,9,4.506
30/11/2020,12,West Coast,All combined,Solar (All),70,0.37624,0.329,4.696,1,3.000
30/11/2020,13,Canterbury,All combined,Solar (All),4803,1.57920,22.240,4.630,64,5.287
30/11/2020,14,Otago,All combined,Solar (All),1731,1.41167,8.110,4.685,29,7.504
30/11/2020,15,Southland,All combined,Solar (All),497,0.93836,2.794,5.622,8,4.588
31/12/2020,1,Northland,All combined,Solar (All),2354,2.51727,11.400,4.843,32,5.256
31/12/2020,2,Auckland,All combined,Solar (All),6887,1.08781,34.767,5.048,127,7.711
31/12/2020,3,Waikato,All combined,Solar (All),3442,1.45864,16.483,4.789,46,8.040
31/12/2020,4,Bay of Plenty,All combined,Solar (All),2446,1.66226,10.974,4.486,42,6.030
31/12/2020,5,Gisborne,All combined,Solar (All),282,1.57436,1.101,3.903,6,4.600
31/12/2020,6,Hawke's Bay,All combined,Solar (All),1368,1.68822,6.610,4.832,20,5.512
31/12/2020,7,Taranaki,All combined,Solar (All),707,1.16300,3.311,4.683,19,5.114
31/12/2020,8,Manawatu-Wanganui,All combined,Solar (All),1438,1.18190,6.396,4.448,22,4.824
31/12/2020,9,Wellington,All combined,Solar (All),2629,1.14542,10.119,3.849,29,7.811
31/12/2020,16,Tasman,All combined,Solar (All),632,2.74484,3.141,4.970,4,7.485
31/12/2020,17,Nelson,All combined,Solar (All),759,2.77433,3.286,4.329,12,4.725
31/12/2020,18,Marlborough,All combined,Solar (All),665,2.55278,3.412,5.131,9,4.419
31/12/2020,12,West Coast,All combined,Solar (All),73,0.39176,0.355,4.859,3,8.667
31/12/2020,13,Canterbury,All combined,Solar (All),4863,1.59525,22.694,4.667,62,7.284
31/12/2020,14,Otago,All combined,Solar (All),1760,1.43305,8.270,4.699,30,5.362
31/12/2020,15,Southland,All combined,Solar (All),498,0.93904,2.799,5.621,2,5.000
31/01/2021,1,Northland,All combined,Solar (All),2393,2.55728,11.580,4.839,39,4.627
31/01/2021,2,Auckland,All combined,Solar (All),6951,1.09738,35.164,5.059,66,6.032
31/01/2021,3,Waikato,All combined,Solar (All),3484,1.47576,16.777,4.816,42,6.875
31/01/2021,4,Bay of Plenty,All combined,Solar (All),2468,1.67615,11.112,4.502,24,6.177
31/01/2021,5,Gisborne,All combined,Solar (All),287,1.60281,1.122,3.909,5,4.272
31/01/2021,6,Hawke's Bay,All combined,Solar (All),1379,1.70144,6.680,4.844,12,4.666
31/01/2021,7,Taranaki,All combined,Solar (All),716,1.17693,3.351,4.681,9,4.480
31/01/2021,8,Manawatu-Wanganui,All combined,Solar (All),1449,1.19117,6.510,4.493,11,9.871
31/01/2021,9,Wellington,All combined,Solar (All),2647,1.15359,10.237,3.867,19,6.297
31/01/2021,16,Tasman,All combined,Solar (All),637,2.76668,3.167,4.972,5,5.286
31/01/2021,17,Nelson,All combined,Solar (All),774,2.82678,3.371,4.355,15,5.159
31/01/2021,18,Marlborough,All combined,Solar (All),671,2.57552,5.320,7.929,6,318.000
31/01/2021,12,West Coast,All combined,Solar (All),74,0.39736,0.360,4.861,1,5.000
31/01/2021,13,Canterbury,All combined,Solar (All),4888,1.60275,22.869,4.679,27,6.610
31/01/2021,14,Otago,All combined,Solar (All),1785,1.45388,8.441,4.729,24,6.807
31/01/2021,15,Southland,All combined,Solar (All),500,0.94272,2.814,5.627,2,6.110
28/02/2021,1,Northland,All combined,Solar (All),2443,2.60909,11.904,4.873,50,6.482
28/02/2021,2,Auckland,All combined,Solar (All),7026,1.10753,35.668,5.077,79,6.557
28/02/2021,3,Waikato,All combined,Solar (All),3519,1.48872,17.174,4.880,40,10.363
28/02/2021,4,Bay of Plenty,All combined,Solar (All),2505,1.69947,11.283,4.504,38,4.423
28/02/2021,5,Gisborne,All combined,Solar (All),292,1.63147,1.145,3.922,5,4.636
28/02/2021,6,Hawke's Bay,All combined,Solar (All),1397,1.72193,6.820,4.882,20,7.667
28/02/2021,7,Taranaki,All combined,Solar (All),730,1.19906,3.434,4.704,13,6.038
28/02/2021,8,Manawatu-Wanganui,All combined,Solar (All),1470,1.20725,6.617,4.502,22,4.866
